ML-methyl-braak,diff,lwr,upr,p adj
cl1_adj_DNAm_age-cl1_age,0.100923055588211,-5.07049100116279,5.27233711233922,0.99999992000426
cl2_adj_DNAm_age-cl1_adj_DNAm_age,1.66310903794118,-5.49638953019846,8.82260760608083,0.985101515399261
cl2_adj_DNAm_age-cl2_age,-5.71636006333334,-14.4211470307453,2.98842690407863,0.410814023531598
cl2_age-cl1_age,7.48039215686273,0.320893588723092,14.6398907250024,0.0348853886668029
cl3_adj_DNAm_age-cl1_adj_DNAm_age,7.86582835712487,3.10661340969958,12.6250433045502,5.69191588908335E-05
cl3_adj_DNAm_age-cl2_adj_DNAm_age,6.20271931918369,-0.664960297442878,13.0703989358102,0.102152991092563
cl3_adj_DNAm_age-cl3_age,1.32989667081634,-2.97785569964679,5.63764904127947,0.948731239680873
cl3_age-cl1_age,6.63685474189674,1.87763979447145,11.396069689322,0.00119571412581032
cl3_age-cl2_age,-0.843537414965994,-7.71121703159256,6.02414220166057,0.999262850712348
